ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Position
252084,Marcos André de Sousa Mendonça,25,Brazil,73,76,Valencia,4099999,2700000,ST
257204,Sinaly Diomande,21,Côte d'Ivoire,73,81,Olympique Lyonnais,6500000,2800000,CB
260020,Yorbe Vertessen,21,Belgium,73,78,PSV,4700000,1200000,RW
224949,Javairô Dilrosun,24,Netherlands,73,78,Feyenoord,4600000,900000,RW
200630,James Forrest,30,Scotland,73,73,Celtic,2900000,4300000,RW
225974,Scott McKenna,25,Scotland,73,78,Nottingham Forest,4000000,3800000,CB
216247,Marcel Tisserand,29,Congo DR,73,73,Al Ittifaq,2500000,2300000,CB
228279,Joël Drommel,25,Netherlands,73,78,PSV,3600000,1000000,GK
188599,Mirco Antenucci,37,Italy,73,73,Bari 1908,1000000,400000,ST
201144,Milan Badelj,33,Croatia,73,73,Genoa,1500000,500000,CDM
204472,Bouna Sarr,30,Senegal,73,73,FC Bayern München,2600000,3600000,RB
213689,Ben Pearson,27,England,73,73,AFC Bournemouth,2900000,3300000,CDM
202940,Neeskens Kebano,30,Congo DR,73,73,Fulham,2900000,4100000,LM
227772,Gastón Giménez,30,Paraguay,73,73,Chicago Fire,2500000,700000,CDM
231612,Romain Del Castillo,26,France,73,74,Brest,3600000,1900000,RM
236988,Eddie Nketiah,23,England,73,80,Arsenal,6000000,5100000,ST
184252,Lucas Pratto,34,Argentina,73,73,Vélez Sarsfield,1500000,1400000,ST
255420,Ercan Kara,26,Austria,73,76,Orlando City,4000000,800000,ST
230333,Jonas Welson Damasto Orsi,26,Brazil,73,73,Athletico PR,3000000,1200000,LB
232381,Wesley Moraes Ferreira da Silva,25,Brazil,73,77,Levante,4300000,5600000,ST
236477,Alexis Claude-Maurice,24,France,73,76,Lens,4099999,2700000,CM
237502,Dennis Johnsen,24,Norway,73,77,Venezia,4400000,500000,LW
243134,Largie Ramazani,21,Belgium,73,81,Almería,7000000,1500000,RM
255934,Jean Onana,22,Cameroon,73,80,Lens,6000000,2100000,CM
193470,Arnaud Souquet,30,France,73,73,Montpellier,2600000,1700000,RB
214207,Felipe Pardo,31,Colombia,73,73,Independiente Medellín,2500000,300000,RM
241856,Manuel Morlanes Ariño,23,Spain,73,79,Villarreal,4400000,1900000,CDM
243392,Rabbi Matondo,21,Wales,73,78,Rangers,4700000,3300000,LW
213697,Paddy McNair,27,Northern Ireland,73,76,Middlesbrough,3500000,2100000,CB
219841,Nicolás Figal,28,Argentina,73,74,Boca Juniors,2900000,1300000,CB
240833,Youssoufa Moukoko,17,Germany,73,89,Borussia Dortmund,7500000,700000,ST
235970,Mario González Gutiérrez,26,Spain,73,76,OH Leuven,4000000,1300000,ST
225475,Hernani Azevedo Júnior,28,Brazil,73,73,Reggina,3000000,500000,CM
211908,Günay Güvenç,30,Turkey,73,73,Gaziantep F.K.,2000000,1100000,GK
222148,Ondrej Duda,27,Slovakia,73,74,FC Köln,3500000,2200000,CAM
254660,Jan Thielmann,20,Germany,73,82,FC Köln,6500000,1600000,RM
213189,Min Kyu Joo,32,Korea Republic,73,73,Jeju United,2500000,800000,ST
228805,Antonio José Raíllo Arenas,30,Spain,73,73,Mallorca,2500000,1900000,CB
240837,Mert Hakan Yandaş,27,Turkey,73,73,Fenerbahçe,3200000,4500000,CM
232646,Claudio Bravo,25,Argentina,73,76,Portland Timbers,3700000,700000,LB
233926,Leonardo Duarte da Silva,25,Brazil,73,77,İstanbul Başakşehir,3800000,2500000,CB
237255,Miles Robinson,25,United States,73,80,Atlanta United,5500000,700000,CB
230344,Jeff Nazario Meire Costinho,30,Brazil,73,73,Bragantino,2600000,1300000,LB
239048,Halil Akbunar,28,Turkey,73,73,Westerlo,3100000,1200000,RM
243656,Nemanja Radonjić,26,Serbia,73,74,Torino,3600000,3100000,LW
198857,Simone Romagnoli,32,Italy,73,73,Parma,2000000,500000,CB
219594,Andrea Barberis,28,Italy,73,73,Monza,2700000,3400000,CDM
198348,Mathias Autret,31,France,73,73,Auxerre,2500000,1600000,LM
226508,Greg Taylor,24,Scotland,73,78,Celtic,4300000,3100000,LB
233164,Arijanet Murić,23,Kosovo,73,81,Burnley,6000000,2100000,GK
210381,Charalampos Lykogiannis,28,Greece,73,73,Bologna,2800000,2400000,LWB
198350,Daniel Bentley,28,England,73,75,Bristol City,2600000,2200000,GK
177358,Morgan Schneiderlin,32,France,73,73,Nice,2000000,2800000,CDM
210384,Ridgeciano Haps,29,Suriname,73,73,Venezia,2700000,500000,LB
212432,Hyeon Woo Jo,30,Korea Republic,73,73,Ulsan,2000000,800000,GK
199633,Matthew Lowton,33,England,73,73,Burnley,1600000,3100000,RB
204497,Kevin Stöger,28,Austria,73,73,VfL Bochum 1848,3000000,2100000,CM
247249,Joël Piroe,22,Netherlands,73,80,Swansea City,6000000,2200000,ST
214226,Raúl Loaiza,28,Colombia,73,73,Lanús,2700000,1400000,CDM
237522,Jorge Cuenca Barreno,22,Spain,73,80,Villarreal,5500000,1900000,CB
184274,Chris Basham,33,England,73,73,Sheffield United,1500000,2100000,CB
192722,Romain Hamouma,35,France,73,73,Ajaccio,1300000,1300000,ST
201939,Cristiano Piccini,29,Italy,73,73,Magdeburg,2700000,1100000,RB
151508,Steven Davis,37,Northern Ireland,73,73,Rangers,95000000,2900000,CM
232148,Dániel Sallói,25,Hungary,73,74,Sporting KC,3600000,800000,LW
226517,Haris Hajradinović,28,Bosnia and Herzegovina,73,73,Kasımpaşa,3000000,1300000,CM
236245,Alberth Elis,26,Honduras,73,76,Bordeaux,4000000,900000,ST
230358,Márcio Anderson Tramontino Sá,26,Brazil,73,73,Athletico PR,3000000,1200000,RB
234710,Didier Lamkel Zé,25,Cameroon,73,75,Kortrijk,3900000,1300000,ST
236758,Oliver Christensen,23,Denmark,73,79,Hertha BSC,3900000,1500000,GK
243414,Brandon Williams,21,England,73,78,Manchester United,4400000,4600000,LB
235735,Ethan Ampadu,21,Wales,73,80,Spezia,6000000,4300000,CDM
260823,Nicolò Fagioli,21,Italy,73,85,Juventus,7000000,4200000,CDM
203736,Stéphane Bahoken,30,Cameroon,73,73,Kasımpaşa,3000000,1400000,ST
153048,Magnus Wolff Eikrem,31,Norway,73,73,Molde,2600000,700000,CF
228312,Robin Lod,29,Finland,73,73,Minnesota United,3000000,800000,RM
226777,Cyle Larin,27,Canada,73,74,Club Brugge,3600000,2200000,ST
229082,Oliver Abildgaard,26,Denmark,73,76,Celtic,3600000,3600000,CDM
205531,Valerio Verre,28,Italy,73,73,Sampdoria,3100000,1700000,CAM
238555,Jefferson Savarino,25,Venezuela,73,74,Real Salt Lake,3600000,700000,RM
230364,Nathan Walter Neves Bessa,22,Brazil,73,73,Corinthians,3600000,2000000,CM
251356,Nicolai Vallys,25,Denmark,73,74,Brøndby,3600000,1300000,LM
203741,Thomas Delaine,30,France,73,73,Strasbourg,2600000,1900000,RWB
217565,Jubal Rocha Mendes Júnior,28,Brazil,73,74,Auxerre,2900000,1500000,CB
217821,Henrique Silva Milagres,28,Brazil,73,73,Olympique Lyonnais,2800000,4100000,LB
241117,Borja Sánchez Laborde,26,Spain,73,74,Real Oviedo,3600000,900000,LM
186589,Ivan Radovanović,33,Serbia,73,73,Salernitana,1500000,2000000,CB
212446,Luca Garritano,28,Italy,73,73,Frosinone,3100000,400000,CAM
230366,Thomas Nicolas Silva Rangel,26,Brazil,73,73,Santos,3000000,2000000,RB
231390,Diogo António Cupido Gonçalves,25,Portugal,73,76,Benfica,4000000,1100000,RM
196318,Serdar Gürler,30,Turkey,73,73,İstanbul Başakşehir,2900000,2800000,RM
221919,Arbër Zeneli,27,Kosovo,73,73,Reims,3200000,1900000,LM
182495,Martín Cáceres,35,Uruguay,73,73,LA Galaxy,80000000,500000,CB
192991,Cenk Tosun,31,Turkey,73,73,Beşiktaş,2600000,3900000,ST
262880,Raphael Onyedika,21,Nigeria,73,84,Club Brugge,6500000,1300000,CDM
193504,Steven Caulker,30,Sierra Leone,73,73,Fatih Karagümrük,2500000,1900000,CB
226273,Sean Davis,29,United States,73,73,Nashville SC,2600000,700000,CDM
194017,Andreas Weimann,30,Austria,73,73,Bristol City,3000000,3000000,ST
239842,Georgios Giakoumakis,27,Greece,73,74,Celtic,3600000,4300000,ST
192227,Shkodran Mustafi,30,Germany,73,73,Levante,2500000,1000000,CB
216036,Rafael Delgado,32,Argentina,73,73,Colón,2100000,1100000,LB
199909,Pavao Pervan,34,Austria,73,73,VfL Wolfsburg,52500000,2400000,GK
221413,Rodrigo Echeverría,27,Chile,73,74,Everton,3100000,400000,CB
236773,Manolis Siopis,28,Greece,73,73,Trabzonspor,2700000,2600000,CDM
244197,José Corpas Serna,30,Spain,73,73,SD Eibar,2900000,900000,RM
248805,Sergio Camello Pérez,21,Spain,73,83,Rayo Vallecano,7000000,2900000,ST
236518,Arnaud Nordin,24,France,73,78,Montpellier,4600000,1700000,RM
243686,Francisco L. Lima Silva Machado,26,Portugal,73,73,Benfica,3300000,1100000,CAM
194022,André Gomes Magalhães Almeida,31,Portugal,73,73,Benfica,2200000,1000000,RB
215015,Bruno Bianchi,33,Argentina,73,73,Atlético Tucumán,1500000,1000000,CB
199912,Sonny Kittel,29,Germany,73,73,Hamburger SV,3000000,1300000,CAM
234728,László Bénes,24,Slovakia,73,77,Hamburger SV,4300000,1100000,CM
220905,Jean-Eudes Aholou,28,Côte d'Ivoire,73,73,Strasbourg,3000000,2100000,CM
169705,Ryan Bertrand,32,England,73,73,Leicester City,2100000,4900000,LB
202986,Jin Ho Sin,33,Korea Republic,73,73,Pohang Steelers,1500000,700000,CDM
238058,Callum O'Hare,24,England,73,80,Coventry City,6000000,1700000,CAM
241130,Ignatius Ganago,23,Cameroon,73,75,Nantes,4000000,2000000,ST
250858,Pathé Ciss,28,Senegal,73,73,Rayo Vallecano,2700000,1600000,CDM
251626,Milan van Ewijk,21,Netherlands,73,81,SC Heerenveen,6500000,500000,RWB
215531,Deniz Türüç,29,Turkey,73,73,İstanbul Başakşehir,3000000,2900000,RM
227819,Samuel Portugal Lima,28,Brazil,73,76,Porto,2800000,900000,GK
158956,Julio Alberto Barroso,37,Argentina,73,73,Everton,55000000,300000,CB
228332,Hamza Choudhury,24,England,73,76,Watford,3800000,4200000,CDM
235244,Rasmus Nicolaisen,25,Denmark,73,78,Toulouse,4000000,1400000,CB
192492,Fabián Orellana,36,Chile,73,73,Universidad Católica,1000000,800000,RW
216813,Bruno Henrique Corsini,32,Brazil,73,73,Al Ittihad,2000000,2700000,CDM
208622,Rubén Sobrino Pozuelo,30,Spain,73,73,Cádiz,3000000,2500000,ST
216814,Salih Uçan,28,Turkey,73,73,Beşiktaş,3000000,3800000,CM
239342,Hervé Koffi,25,Burkina Faso,73,77,Sporting Charleroi,3300000,900000,GK
205295,Hillal Soudani,34,Algeria,73,73,Dhamk,1400000,1900000,RW
179696,Emiliano Insua,33,Argentina,73,73,Racing Club,1500000,1400000,CB
188400,Thomas Kaminski,29,Belgium,73,74,Blackburn Rovers,2300000,2700000,GK
203505,Joe Bryan,28,England,73,73,Nice,2800000,4000000,LB
247793,Jaime Seoane Valenciano,25,Spain,73,78,Getafe,4400000,2100000,CM
251377,Rodrigo Zalazar,22,Uruguay,73,80,Schalke 04,6000000,1700000,CM
236530,Lewis O'Brien,23,England,73,80,Nottingham Forest,6000000,3800000,CM
172786,Marco Mancosu,33,Italy,73,73,Cagliari,1900000,500000,CAM
242162,Håkon Evjen,22,Norway,73,79,AZ,4900000,900000,RW
241651,Viktor Gyökeres,24,Sweden,73,78,Coventry City,4700000,1800000,ST
244723,Felipe de Sousa Silva,29,Brazil,73,73,Chengdu Qianbao,3000000,1000000,ST
246771,Manuel Castro,26,Uruguay,73,73,Estudiantes,3300000,1200000,RM
183540,Barry Bannan,32,Scotland,73,73,Sheffield Wednesday,2400000,1300000,CM
199413,Tobias Kempe,33,Germany,73,73,Darmstadt 98,1900000,1700000,CM
199669,Leandro González Pirez,30,Argentina,73,73,River Plate,2500000,700000,CB
219637,Ander Cantero Armendariz,27,Spain,73,76,SD Eibar,3000000,700000,GK
236533,Robert Glatzel,28,Germany,73,73,Hamburger SV,3100000,1400000,ST
214006,Yerson Candelo,30,Colombia,73,73,Atlético Nacional,2900000,500000,RM
245238,Javier Sánchez de Felipe,25,Spain,73,78,Real Valladolid,4000000,1600000,CB
256502,Aaron Molinas,21,Argentina,73,81,Boca Juniors,7000000,1000000,CAM
208375,Marius Müller,28,Germany,73,75,Luzern,2600000,1100000,GK
229624,Sergio Guardiola Navarro,31,Spain,73,73,Real Valladolid,2600000,2000000,ST
239096,Atakan Karazor,25,Germany,73,74,VfB Stuttgart,3200000,1700000,CDM
178424,Vitorino Pacheco Antunes,35,Portugal,73,73,Paços de Ferreira,92500000,600000,LB
263929,Matteo Cancellieri,19,Italy,73,86,Lazio,7000000,1400000,RW
214777,Leandro Díaz,30,Argentina,73,73,Estudiantes,3000000,1200000,ST
189177,John Fleck,30,Scotland,73,73,Sheffield United,2900000,2300000,CM
262394,Sam Beukema,23,Netherlands,73,80,AZ,5500000,800000,CB
212474,Tiago Rafael Maia Silva,29,Portugal,73,73,Vitória SC,3000000,1000000,CM
173306,Cristian Ansaldi,35,Argentina,73,73,Parma,92500000,300000,LWB
189946,Vincent Manceau,32,France,73,73,Guingamp,2000000,700000,CB
193786,Francesco Bardi,30,Italy,73,73,Bologna,2000000,1800000,GK
264699,Kristjan Asllani,20,Albania,73,85,Inter,7000000,700000,CDM
193532,Gary Medel,34,Chile,73,73,Bologna,1000000,2300000,CB
202493,Aleix Vidal Parreu,32,Spain,73,73,Espanyol,2400000,1500000,RM
228861,Stanislav Iljutcenko,31,Russia,73,73,Seoul,2600000,800000,ST
233982,Vágner Joshua Corraldo Santoso,22,Brazil,73,73,Athletico PR,3300000,1000000,LB
255742,Reo Hatate,24,Japan,73,79,Celtic,4800000,3400000,CM
229631,José Carlos Lazo Romero,26,Spain,73,74,Espanyol,3600000,1500000,LM
239872,Pablo Renan dos Santos,30,Brazil,72,72,Al Raed,1900000,1300000,CB
244480,Hugo Magnetti,24,France,72,76,Brest,3100000,1300000,CDM
251392,Tom Krauß,21,Germany,72,80,Schalke 04,5000000,2300000,CM
225282,José Devecchi,26,Argentina,72,75,Aldosivi,2400000,800000,GK
221955,Jonathan Torres,25,Argentina,72,77,Sarmiento,3500000,1000000,ST
223747,Stephen Kingsley,27,Scotland,72,73,Hearts,2400000,600000,CB
180739,Eiji Kawashima,39,Japan,72,72,Strasbourg,25000000,800000,GK
251651,Luis Vázquez,21,Argentina,72,82,Boca Juniors,5500000,1000000,ST
215556,Edimilson Fernandes,26,Switzerland,72,74,FSV Mainz 05,2900000,1900000,CM
233732,David Okereke,24,Nigeria,72,77,Cremonese,3600000,1000000,ST
216325,Angus Gunn,26,England,72,76,Norwich City,2500000,2200000,GK
256261,Malick Thiaw,20,Germany,72,83,Milan,4800000,2400000,CB
270086,António João Tavares Silva,18,Portugal,72,87,Benfica,5000000,200000,CB
206086,Harry Toffolo,26,England,72,73,Nottingham Forest,2500000,3600000,LWB
210950,Pablo De Blasis,34,Argentina,72,72,FC Cartagena,1100000,700000,CAM
190982,Alberto Perea Correoso,31,Spain,72,72,Granada,1900000,900000,LM
219655,Francesco Zampano,28,Italy,72,72,Venezia,2100000,400000,RB
230407,M. Vanderlei Paulino Kenedy,22,Brazil,72,72,Santos,2400000,1500000,CB
232711,Jens Stage,25,Denmark,72,74,Werder Bremen,2900000,1700000,CM
234760,Arkadiusz Reca,27,Poland,72,72,Spezia,2500000,1300000,LM
257288,Maduka Okoye,22,Nigeria,72,80,Watford,4600000,1800000,GK
223241,Marcelo Benítez,31,Argentina,72,72,Rosario Central,1700000,1100000,LB
172553,Jonas Lössl,33,Denmark,72,72,Midtjylland,75000000,1500000,GK
149258,Alex Cordaz,39,Italy,72,72,Inter,25000000,1600000,GK
233994,Kaio Antonaldo Selva Mota,22,Brazil,72,72,Atlético GO,2400000,800000,CB
171018,Mario Suárez Mata,35,Spain,72,72,Rayo Vallecano,65000000,1000000,CDM
241162,Joseph Paintsil,24,Ghana,72,76,Genk,3400000,1100000,RM
188938,Cristian Álvarez,36,Argentina,72,72,Real Zaragoza,25000000,400000,GK
262925,Adem Zorgane,22,Algeria,72,79,Sporting Charleroi,4700000,1000000,CM
215565,Matt Miazga,26,United States,72,74,Cincinnati,2600000,600000,CB
224013,Sergi Canós Tenés,25,Spain,72,74,Brentford,2900000,3300000,LW
229901,Harry Souttar,23,Australia,72,76,Stoke City,3000000,1600000,CB
230414,Igor Paolo Madinha Eustáquio,26,Brazil,72,72,São Paulo,2600000,2500000,RM
224271,Thomas Goiginger,29,Austria,72,72,LASK Linz,2300000,2000000,RM
227600,Joel Andersson,25,Sweden,72,75,Midtjylland,2900000,1700000,RB
246800,Tajon Buchanan,23,Canada,72,78,Club Brugge,3700000,1500000,RM
205585,Jack Price,29,England,72,72,Colorado Rapids,2000000,600000,CDM
143121,José Sosa,37,Argentina,72,72,Estudiantes,75000000,800000,CM
209937,Joaquín José Marín Ruz,32,Spain,72,72,Granada,1600000,800000,RB
235026,Omar Richards,24,England,72,77,Nottingham Forest,3300000,3000000,LB
202515,Jesé Rodríguez Ruiz,29,Spain,72,72,Ankaragücü,2300000,1200000,LM
146963,Javier Pinola,39,Argentina,72,72,River Plate,42500000,800000,CB
242195,Mark McKenzie,23,United States,72,79,Genk,4400000,1000000,CB
200212,Michael Esser,34,Germany,72,72,VfL Bochum 1848,40000000,1300000,GK
211221,Martin Boyle,29,Australia,72,72,Hibernian,2300000,700000,RM
240661,Emanuel Vignato,21,Italy,72,82,Bologna,5500000,1600000,CAM
234774,Konstantinos Laifis,29,Cyprus,72,72,Standard Liège,2000000,1200000,CB
248854,Berat Özdemir,24,Turkey,72,76,Al Ittifaq,3300000,1800000,CM
236311,Marko Rog,26,Croatia,72,73,Cagliari,2700000,400000,CM
199960,Jamie Paterson,30,England,72,72,Swansea City,2300000,2300000,LW
213272,Lucas Cháves,26,Argentina,72,73,Huracán,2100000,800000,GK
230936,Ádám Nagy,27,Hungary,72,74,Pisa,2500000,400000,CDM
207897,Anthony Jung,30,Germany,72,72,Werder Bremen,2000000,1600000,LWB
208153,Lars Veldwijk,30,South Africa,72,72,Suwon,2300000,700000,ST
224537,Iago Azevedo dos Santos,30,Brazil,72,72,Al Shabab,1900000,2200000,CB
232985,Takahiro Kunimoto,24,Japan,72,75,Casa Pia,3200000,500000,RW
243993,Enrique Gallego Puigsech,35,Spain,72,72,Tenerife,1000000,700000,ST
258585,Ivor Pandur,22,Croatia,72,79,Fortuna Sittard,4099999,1200000,GK
197402,Anselmo de Moraes,33,Brazil,72,72,Al Wahda,1400000,1800000,CM
205594,Dener Gomes Clemente,30,Brazil,72,72,Al Tai,2200000,1600000,CM
205850,Leonardo Pavoletti,33,Italy,72,72,Cagliari,1500000,500000,ST
221467,Chang Min Lee,28,Korea Republic,72,72,Jeju United,2300000,700000,CM
234779,José Antonio Caro Díaz,28,Spain,72,74,Burgos,2000000,500000,GK
241947,Francis Amuzu,22,Belgium,72,78,Anderlecht,3800000,1400000,LM
216860,Václav Černý,24,Czech Republic,72,75,FC Twente,3200000,1000000,RW
198429,Stanislav Tecl,31,Czech Republic,72,72,Slavia Praha,2000000,100000,ST
230429,Timoteo Samuel Triano Branco,26,Brazil,72,72,Corinthians,2300000,1800000,CDM
230685,Emre Akbaba,29,Turkey,72,72,Adana Demirspor,2300000,1600000,CAM
232477,Sultan Al Ghannam,28,Saudi Arabia,72,72,Al Nassr,2100000,2500000,RB
239645,Matías de los Santos,29,Uruguay,72,72,Vélez Sarsfield,2000000,1100000,CB
245021,Mamadou Loum,25,Senegal,72,74,Reading,2600000,900000,CDM
189725,Tom Cleverley,32,England,72,72,Watford,1800000,3000000,CM
262430,Francisco Ribeiro Tomé,26,Portugal,72,72,Vizela,2600000,600000,RW
236830,Zaydou Youssouf,22,France,72,78,Famalicão,3700000,700000,CM
258846,Agustín Álvarez Martínez,21,Uruguay,72,80,Sassuolo,5500000,1800000,ST
216351,Domagoj Antolić,31,Croatia,72,72,Dhamk,1900000,1600000,CM
234015,Caio Bruno Milaçar Kenedy,26,Brazil,72,72,Ceará,2600000,1100000,CAM
240671,Mert Çetin,25,Turkey,72,78,Lecce,3300000,1600000,CB
230176,Luiz Santiago Sacramento Cruz,38,Brazil,72,72,Atlético Mineiro,25000000,1100000,GK
205089,Mattia Valoti,28,Italy,72,72,Monza,2300000,3300000,CM
230433,Antônio Felipe Macedo Calegari,38,Brazil,72,72,Fortaleza,80000000,900000,ST
235553,Yoann Salmier,29,France,72,73,Troyes,2200000,1300000,CB
203042,Jack Butland,29,England,72,72,Crystal Palace,1600000,2700000,GK
206626,Mikael Ishak,29,Sweden,72,72,Lech Poznań,2300000,900000,ST
209698,Birama Touré,30,Mali,72,72,Auxerre,2000000,1300000,CDM
238882,Daniel Ojeda Saranova,27,Spain,72,72,Ponferradina,2500000,800000,RM
239138,Woo Yeong Jeong,22,Korea Republic,72,77,SC Freiburg,3600000,1800000,CF
215331,Leonardo Jara,31,Argentina,72,72,Vélez Sarsfield,1700000,1000000,RB
255523,Yvann Maçon,23,France,72,78,Saint-Étienne,3500000,600000,RB
212516,John Souttar,25,Scotland,72,75,Rangers,2800000,3000000,CB
237604,Alan Franco,25,Argentina,72,77,Atlanta United,3100000,600000,CB
256548,Marco Grüll,23,Austria,72,77,Rapid Vienna,3500000,1800000,LM
230181,Heitor Edvaldo Barreto Gesser,26,Brazil,72,72,Atlético Mineiro,2300000,2200000,LB
242725,Kristian Thorstvedt,23,Norway,72,79,Sassuolo,4700000,1900000,CAM
246053,Joe Gelhardt,20,England,72,83,Leeds United,5000000,2200000,ST
197926,Lorenzo Crisetig,29,Italy,72,72,Reggina,2000000,300000,CDM
213798,Alex Mowatt,27,England,72,72,Middlesbrough,2500000,2400000,CM
234790,Juan Soriano Oropesa,24,Spain,72,78,Tenerife,3000000,500000,GK
215079,Pablo Pérez,36,Argentina,72,72,Newell's Old Boys,75000000,900000,CM
236071,João Rodolfo Bardinho Barros,26,Brazil,72,72,América Mineiro,2300000,1200000,LB
191783,Valon Berisha,29,Kosovo,72,72,Melbourne City,2300000,1800000,CM
271400,Igor Guilherme Barbosa da Paixão,22,Brazil,72,82,Feyenoord,5500000,800000,LW
221480,Yesus Cabrera,31,Colombia,72,72,Junior,1900000,400000,CAM
209449,Gerso Fernandes,31,Guinea Bissau,72,72,Jeju United,1900000,700000,LW
210985,Ben Osborn,27,England,72,72,Sheffield United,2300000,1900000,LWB
230185,Túlio Sebastião Changas Tramontino,26,Brazil,72,72,Palmeiras,1900000,1900000,GK
230441,Durval Hélton Vieira Aldair,30,Brazil,72,72,Atlético GO,2000000,1000000,CDM
261417,Kevin Mier,22,Colombia,72,84,Atlético Nacional,5000000,300000,GK
212267,Ivan Ricardo Cavaleiro,28,Portugal,72,72,Alanyaspor,2400000,3800000,LM
240683,Ludovit Reis,22,Netherlands,72,78,Hamburger SV,3700000,1000000,CM
241708,Modibo Sagnan,23,France,72,81,FC Utrecht,4900000,1700000,CB
235565,Dylan Bronn,27,Tunisia,72,74,Salernitana,2500000,1700000,CB
215086,Brayan Cortés,27,Chile,72,75,Colo-Colo,2300000,400000,GK
225071,Ben Whiteman,26,England,72,75,Preston North End,2800000,2200000,CDM
235055,Filip Stojković,29,Montenegro,72,72,LASK Linz,2100000,1900000,RB
244271,Ivan Šunjić,25,Croatia,72,74,Hertha BSC,2600000,2100000,CDM
207920,Erik Durm,30,Germany,72,72,Kaiserslautern,2000000,900000,RB
211504,Lewis Baker,27,England,72,73,Stoke City,2700000,2100000,CM
219952,Liam Henderson,26,Scotland,72,75,Empoli,3000000,900000,CM
235824,Tomás Alarcón,23,Chile,72,81,Cádiz,4900000,1600000,CDM
193584,Guido Burgstaller,33,Austria,72,72,Rapid Vienna,1500000,2300000,ST
212273,Clinton Njie,28,Cameroon,72,72,Sivasspor,2400000,1400000,RM
246321,Daizen Maeda,24,Japan,72,73,Celtic,2900000,3300000,LW
220466,Federico Mattiello,26,Italy,72,72,Go Ahead Eagles,2300000,700000,RB
235570,Gaius Makouta,24,Congo,72,77,Boavista,3500000,1000000,CM
205363,Matteo Bianchetti,29,Italy,72,73,Cremonese,2200000,1000000,CB
222515,Zinedine Ferhat,29,Algeria,72,72,Alanyaspor,2300000,1600000,LM
